Scenario,Flexibility,Demand,Market,Category,Cost_Type,Carrier,Value_100p_EUR,Value_100p_Billion_EUR,Value_Non_Flex_EUR,Value_Non_Flex_Billion_EUR,Difference_EUR,Difference_Billion_EUR,Difference_Percent
MHMU,M,H,M,capital - aluminum,capital,aluminum,22332084635.20216,22.33208463520216,0.0,0.0,22332084635.20216,22.33208463520216,0.0
MHMU,M,H,M,capital - aluminum transfer,capital,aluminum transfer,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MHMU,M,H,M,capital - battery,capital,battery,4361904229.69666,4.36190422969666,4395522816.888465,4.395522816888465,-33618587.191804886,-0.03361858719180488,-0.7648370533451823
MHMU,M,H,M,capital - biomass,capital,biomass,21888727885.84523,21.88872788584523,22126026152.212906,22.126026152212905,-237298266.36767578,-0.2372982663676758,-1.0724847956664947
MHMU,M,H,M,capital - co2 atmosphere,capital,co2 atmosphere,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MHMU,M,H,M,capital - co2 stored,capital,co2 stored,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MHMU,M,H,M,capital - coal,capital,coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MHMU,M,H,M,capital - coal boiler,capital,coal boiler,10254516930.7396,10.2545169307396,10081478983.071863,10.081478983071863,173037947.66773605,0.17303794766773606,1.7163944690882127
MHMU,M,H,M,capital - coal cc,capital,coal cc,1352586370.8588126,1.3525863708588126,1689304536.1602154,1.6893045361602155,-336718165.3014028,-0.3367181653014028,-19.93235429692045
MHMU,M,H,M,capital - coal power plant,capital,coal power plant,20951665810.51416,20.95166581051416,20951665810.51416,20.95166581051416,0.0,0.0,0.0
MHMU,M,H,M,capital - gas,capital,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MHMU,M,H,M,capital - gas boiler,capital,gas boiler,13467904785.132982,13.467904785132982,14255384150.611668,14.255384150611668,-787479365.4786854,-0.7874793654786854,-5.524083792893763
MHMU,M,H,M,capital - heat pump,capital,heat pump,53894615857.08453,53.89461585708453,53589024334.10832,53.58902433410832,305591522.97621155,0.30559152297621156,0.570250208458654
MHMU,M,H,M,capital - hydro_inflow,capital,hydro_inflow,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MHMU,M,H,M,capital - hydroelectricity,capital,hydroelectricity,17498452351.438705,17.498452351438704,17498452351.438705,17.498452351438704,0.0,0.0,0.0
MHMU,M,H,M,capital - nuclear,capital,nuclear,87981370272.45912,87.98137027245912,88210778625.1668,88.2107786251668,-229408352.70767212,-0.22940835270767213,-0.2600683910551281
MHMU,M,H,M,capital - offwind,capital,offwind,11693620344.337362,11.693620344337361,11693434231.321491,11.693434231321492,186113.01587104797,0.00018611301587104798,0.0015916027078899909
MHMU,M,H,M,capital - onwind,capital,onwind,74972238572.11035,74.97223857211036,75802853586.03603,75.80285358603602,-830615013.9256744,-0.8306150139256744,-1.0957569202628088
MHMU,M,H,M,capital - resistive heater,capital,resistive heater,5012247261.249674,5.012247261249674,4916254267.451522,4.916254267451522,95992993.79815197,0.09599299379815197,1.952563650616725
MHMU,M,H,M,capital - solar,capital,solar,76044263600.72441,76.0442636007244,76795974646.52713,76.79597464652713,-751711045.8027191,-0.7517110458027191,-0.9788417287008324
MHMU,M,H,M,capital - solar thermal,capital,solar thermal,36497462.95056523,0.036497462950565225,36281004.04144021,0.03628100404144021,216458.90912501514,0.00021645890912501514,0.5966177476173908
MHMU,M,H,M,capital - stations,capital,stations,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MHMU,M,H,M,capital - water tanks,capital,water tanks,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MHMU,M,H,M,marginal - AC,marginal,AC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MHMU,M,H,M,marginal - CHP coal,marginal,CHP coal,79983133.03000514,0.07998313303000514,93075544.22023684,0.09307554422023684,-13092411.190231696,-0.013092411190231695,-14.06643528105753
MHMU,M,H,M,marginal - CHP gas,marginal,CHP gas,96529864.9500116,0.09652986495001159,100700063.70285764,0.10070006370285764,-4170198.7528460473,-0.004170198752846048,-4.141207661150373
MHMU,M,H,M,marginal - DAC,marginal,DAC,621483.686390974,0.0006214836863909739,174270.5258297385,0.0001742705258297385,447213.1605612355,0.0004472131605612355,256.6200787149519
MHMU,M,H,M,marginal - H2,marginal,H2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MHMU,M,H,M,marginal - H2 CHP,marginal,H2 CHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MHMU,M,H,M,marginal - OCGT gas,marginal,OCGT gas,8603360.652914168,0.008603360652914168,8175660.603836066,0.008175660603836066,427700.0490781022,0.00042770004907810225,5.231382145161737
MHMU,M,H,M,marginal - PHS,marginal,PHS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MHMU,M,H,M,marginal - Sabatier,marginal,Sabatier,4502678337.905818,4.502678337905818,4793610119.783541,4.793610119783541,-290931781.87772274,-0.29093178187772273,-6.069158204523734
MHMU,M,H,M,marginal - aluminum,marginal,aluminum,321039225.81140643,0.3210392258114064,0.0,0.0,321039225.81140643,0.3210392258114064,0.0
MHMU,M,H,M,marginal - aluminum transfer,marginal,aluminum transfer,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MHMU,M,H,M,marginal - battery,marginal,battery,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MHMU,M,H,M,marginal - biomass,marginal,biomass,7524483330.392206,7.524483330392206,7604845501.01835,7.6048455010183496,-80362170.62614346,-0.08036217062614345,-1.0567232511874478
MHMU,M,H,M,marginal - co2 atmosphere,marginal,co2 atmosphere,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MHMU,M,H,M,marginal - co2 stored,marginal,co2 stored,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MHMU,M,H,M,marginal - coal,marginal,coal,4101223142.585221,4.101223142585221,4101068994.748305,4.101068994748305,154147.83691596985,0.00015414783691596986,0.003758723325878363
MHMU,M,H,M,marginal - coal boiler,marginal,coal boiler,102670118.02512649,0.10267011802512649,109039690.18025264,0.10903969018025264,-6369572.155126154,-0.0063695721551261545,-5.8415171068412475
MHMU,M,H,M,marginal - coal cc,marginal,coal cc,3143042315.618855,3.143042315618855,3959203311.138209,3.959203311138209,-816160995.5193539,-0.8161609955193538,-20.61427341261544
MHMU,M,H,M,marginal - coal power plant,marginal,coal power plant,571944842.0256448,0.5719448420256448,591707838.8820138,0.5917078388820138,-19762996.85636902,-0.01976299685636902,-3.339992401268449
MHMU,M,H,M,marginal - gas,marginal,gas,2181078.02576192,0.00218107802576192,1206430.9544035208,0.0012064309544035207,974647.0713583992,0.0009746470713583993,80.78763793326911
MHMU,M,H,M,marginal - gas boiler,marginal,gas boiler,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MHMU,M,H,M,marginal - heat pump,marginal,heat pump,2415896507.409747,2.415896507409747,2404728691.872116,2.404728691872116,11167815.537631035,0.011167815537631035,0.4644106245905324
MHMU,M,H,M,marginal - hydro_inflow,marginal,hydro_inflow,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MHMU,M,H,M,marginal - hydroelectricity,marginal,hydroelectricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MHMU,M,H,M,marginal - nuclear,marginal,nuclear,68880734742.8084,68.8807347428084,68878540290.29794,68.87854029029795,2194452.5104522705,0.0021944525104522707,0.0031859741818038726
MHMU,M,H,M,marginal - offwind,marginal,offwind,9151148.725805068,0.009151148725805068,9143102.701457651,0.00914310270145765,8046.024347417057,8.046024347417056e-06,0.08800102777074033
MHMU,M,H,M,marginal - onwind,marginal,onwind,84102880.01364423,0.08410288001364423,84321537.35371138,0.08432153735371138,-218657.3400671482,-0.00021865734006714822,-0.25931374940417173
MHMU,M,H,M,marginal - resistive heater,marginal,resistive heater,385615424.2996882,0.3856154242996882,376496986.383345,0.376496986383345,9118437.916343212,0.009118437916343211,2.4219152466359772
MHMU,M,H,M,marginal - solar,marginal,solar,45570643.82836127,0.04557064382836127,45993282.1962907,0.0459932821962907,-422638.3679294288,-0.0004226383679294288,-0.9189132580834034
MHMU,M,H,M,marginal - solar thermal,marginal,solar thermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MHMU,M,H,M,marginal - stations,marginal,stations,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MHMU,M,H,M,marginal - water tanks,marginal,water tanks,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MHMU,M,H,M,nan - nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MHMU,M,H,M,shutdown - aluminum,shutdown,aluminum,3193119799.165284,3.193119799165284,0.0,0.0,3193119799.165284,3.193119799165284,0.0
MHMU,M,H,M,standby - aluminum,standby,aluminum,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MHMU,M,H,M,startup - aluminum,startup,aluminum,485132565.4239788,0.4851325654239788,0.0,0.0,485132565.4239788,0.4851325654239788,0.0
MLHU,M,L,H,capital - AC,capital,AC,9308928025.389336,9.308928025389335,9334758293.180794,9.334758293180794,-25830267.79145813,-0.02583026779145813,-0.2767106226020613
MLHU,M,L,H,capital - CHP coal,capital,CHP coal,28578047622.209118,28.57804762220912,28577824233.9604,28.5778242339604,223388.24871826172,0.0002233882487182617,0.0007816838919906252
MLHU,M,L,H,capital - CHP gas,capital,CHP gas,2986754328.7298226,2.986754328729823,2986495912.1859145,2.9864959121859145,258416.5439081192,0.0002584165439081192,0.008652834341868415
MLHU,M,L,H,capital - DAC,capital,DAC,224620.6968104618,0.00022462069681046182,172540.41154847146,0.00017254041154847146,52080.28526199036,5.2080285261990356e-05,30.18439842271939
MLHU,M,L,H,capital - H2,capital,H2,6559315945.82341,6.55931594582341,6573282791.45476,6.573282791454759,-13966845.631349564,-0.013966845631349563,-0.21247900135235934
MLHU,M,L,H,capital - H2 CHP,capital,H2 CHP,831628.4828464896,0.0008316284828464896,670049.6663876481,0.0006700496663876481,161578.81645884155,0.00016157881645884157,24.114453683700866
MLHU,M,L,H,capital - OCGT gas,capital,OCGT gas,762351320.8884603,0.7623513208884602,762290954.4027784,0.7622909544027784,60366.48568189144,6.0366485681891444e-05,0.00791908723739034
MLHU,M,L,H,capital - PHS,capital,PHS,2825336461.717002,2.825336461717002,2825336461.717002,2.825336461717002,0.0,0.0,0.0
MLHU,M,L,H,capital - Sabatier,capital,Sabatier,7123753640.050772,7.123753640050771,7278158198.415347,7.278158198415347,-154404558.3645754,-0.1544045583645754,-2.12147845863248
MLHU,M,L,H,capital - aluminum,capital,aluminum,22332084635.20216,22.33208463520216,0.0,0.0,22332084635.20216,22.33208463520216,0.0
MLHU,M,L,H,capital - aluminum transfer,capital,aluminum transfer,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLHU,M,L,H,capital - battery,capital,battery,3340767139.7370152,3.3407671397370153,3327989345.702526,3.3279893457025262,12777794.034489155,0.012777794034489155,0.38394936723548345
MLHU,M,L,H,capital - biomass,capital,biomass,28347338646.70135,28.347338646701353,28252040573.45112,28.25204057345112,95298073.2502327,0.09529807325023269,0.33731394729691055
MLHU,M,L,H,capital - co2 atmosphere,capital,co2 atmosphere,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLHU,M,L,H,capital - co2 stored,capital,co2 stored,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLHU,M,L,H,capital - coal,capital,coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLHU,M,L,H,capital - coal boiler,capital,coal boiler,11127172594.321108,11.127172594321108,11113901975.480837,11.113901975480838,13270618.840270996,0.013270618840270997,0.11940557753296946
MLHU,M,L,H,capital - coal cc,capital,coal cc,2779700376.0876265,2.7797003760876264,2876522780.797464,2.876522780797464,-96822404.70983744,-0.09682240470983744,-3.365952995616297
MLHU,M,L,H,capital - coal power plant,capital,coal power plant,20951665810.51416,20.95166581051416,20951665810.51416,20.95166581051416,0.0,0.0,0.0
MLHU,M,L,H,capital - gas,capital,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLHU,M,L,H,capital - gas boiler,capital,gas boiler,10992814830.871347,10.992814830871348,11068347611.870584,11.068347611870584,-75532780.99923706,-0.07553278099923706,-0.6824214747125366
MLHU,M,L,H,capital - heat pump,capital,heat pump,54497848469.99393,54.497848469993926,54570749642.46885,54.57074964246885,-72901172.47492218,-0.07290117247492219,-0.1335901979587027
MLHU,M,L,H,capital - hydro_inflow,capital,hydro_inflow,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLHU,M,L,H,capital - hydroelectricity,capital,hydroelectricity,17498452351.438705,17.498452351438704,17498452351.438705,17.498452351438704,0.0,0.0,0.0
MLHU,M,L,H,capital - nuclear,capital,nuclear,97606685636.52489,97.60668563652489,98763557828.23492,98.76355782823492,-1156872191.7100372,-1.1568721917100373,-1.1713553229036329
MLHU,M,L,H,capital - offwind,capital,offwind,11693592319.743402,11.693592319743402,11693760968.324984,11.693760968324984,-168648.58158111572,-0.00016864858158111573,-0.001442209927481295
MLHU,M,L,H,capital - onwind,capital,onwind,79280463932.6285,79.28046393262849,78715319227.2208,78.71531922722079,565144705.4076996,0.5651447054076996,0.717960253424552
MLHU,M,L,H,capital - resistive heater,capital,resistive heater,4963822207.451566,4.963822207451566,4944049364.930292,4.944049364930292,19772842.521273613,0.019772842521273613,0.3999321418901811
MLHU,M,L,H,capital - solar,capital,solar,56565662883.28448,56.565662883284475,56665736469.45522,56.665736469455226,-100073586.17074585,-0.10007358617074585,-0.17660334517083168
MLHU,M,L,H,capital - solar thermal,capital,solar thermal,35069085.27920374,0.03506908527920374,35709240.66073903,0.03570924066073903,-640155.3815352842,-0.0006401553815352843,-1.7926883061367114
MLHU,M,L,H,capital - stations,capital,stations,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLHU,M,L,H,capital - water tanks,capital,water tanks,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLHU,M,L,H,marginal - AC,marginal,AC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLHU,M,L,H,marginal - CHP coal,marginal,CHP coal,81367345.28237939,0.08136734528237939,81442271.36633778,0.08144227136633778,-74926.08395838737,-7.492608395838737e-05,-0.0919990107119683
MLHU,M,L,H,marginal - CHP gas,marginal,CHP gas,79332367.82853067,0.07933236782853068,80619966.73316325,0.08061996673316325,-1287598.9046325833,-0.0012875989046325833,-1.5971216025110635
MLHU,M,L,H,marginal - DAC,marginal,DAC,344332.1565584449,0.0003443321565584449,235700.0858880269,0.0002357000858880269,108632.070670418,0.000108632070670418,46.089109497408245
MLHU,M,L,H,marginal - H2,marginal,H2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLHU,M,L,H,marginal - H2 CHP,marginal,H2 CHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLHU,M,L,H,marginal - OCGT gas,marginal,OCGT gas,4728977.109749338,0.004728977109749338,4259175.686724296,0.004259175686724296,469801.4230250418,0.0004698014230250418,11.030336797080164
MLHU,M,L,H,marginal - PHS,marginal,PHS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLHU,M,L,H,marginal - Sabatier,marginal,Sabatier,3765684360.536868,3.765684360536868,3809025227.9580336,3.8090252279580334,-43340867.42116547,-0.04334086742116547,-1.137846688518782
MLHU,M,L,H,marginal - aluminum,marginal,aluminum,83554702.68215647,0.08355470268215648,0.0,0.0,83554702.68215647,0.08355470268215648,0.0
MLHU,M,L,H,marginal - aluminum transfer,marginal,aluminum transfer,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLHU,M,L,H,marginal - battery,marginal,battery,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLHU,M,L,H,marginal - biomass,marginal,biomass,10068681943.689589,10.068681943689588,9996382852.000843,9.996382852000844,72299091.6887455,0.0722990916887455,0.7232525280309202
MLHU,M,L,H,marginal - co2 atmosphere,marginal,co2 atmosphere,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLHU,M,L,H,marginal - co2 stored,marginal,co2 stored,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLHU,M,L,H,marginal - coal,marginal,coal,5058961684.738438,5.0589616847384375,5039255592.35266,5.03925559235266,19706092.385777473,0.019706092385777474,0.39105165484526166
MLHU,M,L,H,marginal - coal boiler,marginal,coal boiler,90998706.36962916,0.09099870636962916,91605320.16741116,0.09160532016741116,-606613.7977820039,-0.0006066137977820039,-0.6622036762421669
MLHU,M,L,H,marginal - coal cc,marginal,coal cc,6518190217.08999,6.518190217089989,6798082339.350079,6.798082339350079,-279892122.2600889,-0.2798921222600889,-4.117221714717383
MLHU,M,L,H,marginal - coal power plant,marginal,coal power plant,802245489.6693629,0.8022454896693629,801803876.296501,0.8018038762965011,441613.3728618622,0.0004416133728618622,0.05507748040601352
MLHU,M,L,H,marginal - gas,marginal,gas,2503764.3386802184,0.0025037643386802183,1873718.8105777823,0.0018737188105777823,630045.5281024361,0.0006300455281024361,33.62540443878847
MLHU,M,L,H,marginal - gas boiler,marginal,gas boiler,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLHU,M,L,H,marginal - heat pump,marginal,heat pump,2399976557.487953,2.3999765574879532,2395143104.61349,2.39514310461349,4833452.874463081,0.004833452874463081,0.20180225829316648
MLHU,M,L,H,marginal - hydro_inflow,marginal,hydro_inflow,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLHU,M,L,H,marginal - hydroelectricity,marginal,hydroelectricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLHU,M,L,H,marginal - nuclear,marginal,nuclear,75446538374.06758,75.44653837406759,76272031741.31299,76.27203174131299,-825493367.2454071,-0.8254933672454071,-1.0823015309795083
MLHU,M,L,H,marginal - offwind,marginal,offwind,9142892.59852348,0.00914289259852348,9131482.12331313,0.00913148212331313,11410.475210350007,1.1410475210350007e-05,0.12495753762928026
MLHU,M,L,H,marginal - onwind,marginal,onwind,86462130.03452887,0.08646213003452886,85524958.03399928,0.08552495803399927,937172.0005295873,0.0009371720005295872,1.0957877350340557
MLHU,M,L,H,marginal - resistive heater,marginal,resistive heater,361222851.430136,0.36122285143013605,359283923.8371232,0.3592839238371232,1938927.5930128098,0.0019389275930128097,0.5396644448505293
MLHU,M,L,H,marginal - solar,marginal,solar,34329066.187029086,0.034329066187029085,34349542.267063804,0.034349542267063805,-20476.080034717917,-2.0476080034717916e-05,-0.05961092545431527
MLHU,M,L,H,marginal - solar thermal,marginal,solar thermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLHU,M,L,H,marginal - stations,marginal,stations,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLHU,M,L,H,marginal - water tanks,marginal,water tanks,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLHU,M,L,H,nan - nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLHU,M,L,H,shutdown - aluminum,shutdown,aluminum,477593476.8135024,0.4775934768135024,0.0,0.0,477593476.8135024,0.4775934768135024,0.0
MLHU,M,L,H,standby - aluminum,standby,aluminum,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLHU,M,L,H,startup - aluminum,startup,aluminum,477593476.8135024,0.4775934768135024,0.0,0.0,477593476.8135024,0.4775934768135024,0.0
MLLU,M,L,L,capital - AC,capital,AC,10051020345.467316,10.051020345467316,9942960321.855925,9.942960321855924,108060023.61139107,0.10806002361139107,1.086799304366739
MLLU,M,L,L,capital - CHP coal,capital,CHP coal,28577881362.841225,28.577881362841225,28577247032.653244,28.577247032653244,634330.1879806519,0.0006343301879806519,0.0022197036238509843
MLLU,M,L,L,capital - CHP gas,capital,CHP gas,2986803132.9798007,2.9868031329798006,2985941739.5879054,2.9859417395879055,861393.3918952942,0.0008613933918952942,0.02884829869500992
MLLU,M,L,L,capital - DAC,capital,DAC,201705.4600571974,0.0002017054600571974,24819.593664504555,2.4819593664504557e-05,176885.86639269284,0.00017688586639269283,712.6863911783698
MLLU,M,L,L,capital - H2,capital,H2,6352654422.234456,6.352654422234456,6315762534.701896,6.3157625347018955,36891887.53256035,0.03689188753256035,0.5841240440858603
MLLU,M,L,L,capital - H2 CHP,capital,H2 CHP,848208.0962722094,0.0008482080962722094,116033.37612714292,0.00011603337612714292,732174.7201450665,0.0007321747201450665,631.003547929856
MLLU,M,L,L,capital - OCGT gas,capital,OCGT gas,762365974.5336356,0.7623659745336356,762144365.287295,0.762144365287295,221609.24634063244,0.00022160924634063243,0.02907706944170551
MLLU,M,L,L,capital - PHS,capital,PHS,2825336461.717002,2.825336461717002,2825336461.717002,2.825336461717002,0.0,0.0,0.0
MLLU,M,L,L,capital - Sabatier,capital,Sabatier,12239052655.877922,12.239052655877922,12489866160.840176,12.489866160840176,-250813504.96225357,-0.2508135049622536,-2.0081360499173013
MLLU,M,L,L,capital - aluminum,capital,aluminum,22332084635.20216,22.33208463520216,0.0,0.0,22332084635.20216,22.33208463520216,0.0
MLLU,M,L,L,capital - aluminum transfer,capital,aluminum transfer,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLLU,M,L,L,capital - battery,capital,battery,6809558394.238475,6.809558394238475,6756284219.982779,6.756284219982779,53274174.2556963,0.0532741742556963,0.7885129239845995
MLLU,M,L,L,capital - biomass,capital,biomass,12170109142.084349,12.170109142084348,12222516971.0029,12.2225169710029,-52407828.91855049,-0.05240782891855049,-0.4287809871148843
MLLU,M,L,L,capital - co2 atmosphere,capital,co2 atmosphere,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLLU,M,L,L,capital - co2 stored,capital,co2 stored,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLLU,M,L,L,capital - coal,capital,coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLLU,M,L,L,capital - coal boiler,capital,coal boiler,8014346556.784375,8.014346556784375,8003216432.984964,8.003216432984964,11130123.79941082,0.01113012379941082,0.13907063357100302
MLLU,M,L,L,capital - coal cc,capital,coal cc,776892007.2480327,0.7768920072480326,776076499.1841047,0.7760764991841047,815508.0639280081,0.0008155080639280081,0.1050808863282625
MLLU,M,L,L,capital - coal power plant,capital,coal power plant,20951665810.51416,20.95166581051416,20951665810.51416,20.95166581051416,0.0,0.0,0.0
MLLU,M,L,L,capital - gas,capital,gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLLU,M,L,L,capital - gas boiler,capital,gas boiler,18773430575.673748,18.773430575673746,18850761708.08024,18.85076170808024,-77331132.40649033,-0.07733113240649032,-0.410228157376489
MLLU,M,L,L,capital - heat pump,capital,heat pump,48759852001.19927,48.75985200119927,48676215890.12141,48.676215890121405,83636111.0778656,0.0836361110778656,0.17182130851473837
MLLU,M,L,L,capital - hydro_inflow,capital,hydro_inflow,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLLU,M,L,L,capital - hydroelectricity,capital,hydroelectricity,17498452351.438705,17.498452351438704,17498452351.438705,17.498452351438704,0.0,0.0,0.0
MLLU,M,L,L,capital - nuclear,capital,nuclear,45300677875.64224,45.30067787564224,46728032691.25283,46.72803269125283,-1427354815.610588,-1.427354815610588,-3.0546007041246126
MLLU,M,L,L,capital - offwind,capital,offwind,15413814691.7169,15.4138146917169,15447818020.577278,15.447818020577278,-34003328.860378265,-0.03400332886037827,-0.22011735777236696
MLLU,M,L,L,capital - onwind,capital,onwind,73271594758.18825,73.27159475818824,73272869611.13356,73.27286961113356,-1274852.9453125,-0.0012748529453125,-0.0017398703668605746
MLLU,M,L,L,capital - resistive heater,capital,resistive heater,5879206992.365578,5.879206992365578,5875417990.124465,5.875417990124465,3789002.241112709,0.003789002241112709,0.06448906694777035
MLLU,M,L,L,capital - solar,capital,solar,104528599000.48537,104.52859900048537,103970799427.83649,103.97079942783648,557799572.64888,0.55779957264888,0.5364963775584266
MLLU,M,L,L,capital - solar thermal,capital,solar thermal,23791369.901823547,0.023791369901823546,23542286.715403136,0.023542286715403135,249083.18642041087,0.0002490831864204109,1.0580246066642367
MLLU,M,L,L,capital - stations,capital,stations,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLLU,M,L,L,capital - water tanks,capital,water tanks,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLLU,M,L,L,marginal - AC,marginal,AC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLLU,M,L,L,marginal - CHP coal,marginal,CHP coal,74261805.00318938,0.07426180500318938,75046867.32820827,0.07504686732820827,-785062.3250188828,-0.0007850623250188828,-1.046096063657806
MLLU,M,L,L,marginal - CHP gas,marginal,CHP gas,199072610.828261,0.199072610828261,202398591.14515105,0.20239859114515105,-3325980.316890061,-0.0033259803168900607,-1.6432823460242465
MLLU,M,L,L,marginal - DAC,marginal,DAC,235610.66772637307,0.00023561066772637306,34779.11062801771,3.477911062801771e-05,200831.55709835535,0.00020083155709835535,577.448800362846
MLLU,M,L,L,marginal - H2,marginal,H2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLLU,M,L,L,marginal - H2 CHP,marginal,H2 CHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLLU,M,L,L,marginal - OCGT gas,marginal,OCGT gas,36000726.580571026,0.036000726580571026,36676801.92627517,0.03667680192627517,-676075.3457041457,-0.0006760753457041457,-1.8433323250569646
MLLU,M,L,L,marginal - PHS,marginal,PHS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLLU,M,L,L,marginal - Sabatier,marginal,Sabatier,6117775993.429636,6.117775993429636,6157030490.852263,6.1570304908522635,-39254497.42262745,-0.039254497422627446,-0.6375556768956945
MLLU,M,L,L,marginal - aluminum,marginal,aluminum,83554702.68215595,0.08355470268215595,0.0,0.0,83554702.68215595,0.08355470268215595,0.0
MLLU,M,L,L,marginal - aluminum transfer,marginal,aluminum transfer,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLLU,M,L,L,marginal - battery,marginal,battery,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLLU,M,L,L,marginal - biomass,marginal,biomass,4182823549.684979,4.182823549684979,4200683463.007816,4.200683463007816,-17859913.322836876,-0.017859913322836877,-0.4251668443984265
MLLU,M,L,L,marginal - co2 atmosphere,marginal,co2 atmosphere,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLLU,M,L,L,marginal - co2 stored,marginal,co2 stored,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLLU,M,L,L,marginal - coal,marginal,coal,2225772931.442779,2.225772931442779,2225846992.34641,2.2258469923464097,-74060.90363073349,-7.406090363073349e-05,-0.0033273133277081676
MLLU,M,L,L,marginal - coal boiler,marginal,coal boiler,95336961.66169947,0.09533696166169947,95564235.17497613,0.09556423517497613,-227273.5132766515,-0.0002272735132766515,-0.2378227721495583
MLLU,M,L,L,marginal - coal cc,marginal,coal cc,1672044434.1405067,1.6720444341405067,1709447367.2775297,1.7094473672775297,-37402933.13702297,-0.03740293313702297,-2.188013146996797
MLLU,M,L,L,marginal - coal power plant,marginal,coal power plant,388784189.07368857,0.38878418907368856,400700003.9340177,0.4007000039340177,-11915814.860329151,-0.011915814860329152,-2.9737496239933403
MLLU,M,L,L,marginal - gas,marginal,gas,305420.82563833595,0.00030542082563833595,58161.76546846175,5.816176546846175e-05,247259.0601698742,0.0002472590601698742,425.1230308748976
MLLU,M,L,L,marginal - gas boiler,marginal,gas boiler,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLLU,M,L,L,marginal - heat pump,marginal,heat pump,2353432675.9014926,2.3534326759014927,2351731517.7993016,2.3517315177993017,1701158.1021909714,0.0017011581021909713,0.07233640784739227
MLLU,M,L,L,marginal - hydro_inflow,marginal,hydro_inflow,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLLU,M,L,L,marginal - hydroelectricity,marginal,hydroelectricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0
