Year,Market,Base_Version,Max_Net_Savings_Billion_CNY,Max_Savings_Capacity_Mt,Max_Savings_Capacity_Ratio,Total_Power_Cost_Savings_Billion_CNY,Total_Aluminum_Cost_Changes_Billion_CNY,Total_Aluminum_Maintenance_Billion_CNY,Total_Aluminum_Labor_Billion_CNY,Total_Aluminum_Restart_Billion_CNY,Total_Net_Cost_Savings_Billion_CNY,Total_Emissions_Reduction_Million_Tonnes_CO2
2050,M,0120.1H.1,14.626334507361175,1666.6810893882111,15p,239.53948494332712,-112.99329669519015,84.36515578409518,0.008157098472534414,28.54656992636992,126.54618824813694,4965.267599275292
