,Other Electricity Load,Electric Heating,Methanation Electricity,Battery Loss,PHS Loss,Wind Generation,Solar Generation,Hydro Generation,Net Load
1,78.32002820730995,32.78243100842484,0.0,0.0025051116692714147,0.06177250519196931,191.21073841203753,85.29431558972657,0.480929152828794,-165.81924632199687
2,72.16191836764983,44.54474884223104,0.0,0.002373714466622382,0.06460884407705936,271.4826386024695,90.31961165043396,0.24890646756849277,-245.2775069520474
3,83.78960801484591,37.47011670580932,0.0,0.0030026990003343707,0.08328579990440553,378.227646092923,109.67655449081477,0.31280096818646597,-366.8709883323643
4,76.64342014137814,0.5448572400329664,0.0,0.0037738190716814133,0.06458850896681814,208.08174468909604,108.17609153009882,0.5367992226118776,-239.5379957323571
5,79.16771084654106,0.5783172856346471,0.0,0.004327315377539804,0.07238363792544306,253.0764347016001,103.72394199130304,0.7868097982035636,-277.76444740562806
6,85.30216425640498,0.43137516080340355,0.0,0.0031187636086589554,0.051954475166246995,228.86288006697202,104.81944881741161,1.0466112968314125,-248.94032752523177
7,99.72308334357948,0.45890026501859293,0.0,0.002710014675919001,0.052855942894219334,175.59796931886487,105.43364263007605,1.3534896699892696,-182.147552052762
8,100.56463663987803,1.4400425415412728,0.0,0.0026639282795399926,0.05101415895195425,216.5557923428394,92.47799668483148,1.2329091915839916,-208.20834095060405
9,85.60665161920949,3.485617431923159,0.0,0.002453218716592921,0.05226424487987496,237.29569359625663,85.00189036081765,1.0231572898535297,-234.1737547321987
10,83.2111785697552,27.955920662345658,0.0,0.0029331121675904184,0.06264619446084219,336.66449361946997,94.75400308452656,0.8330081691225468,-321.01882633438976
11,83.04819643384985,30.66026581903886,0.0,0.002375828023423541,0.06028182437726429,304.13659486180944,73.12421682623595,0.5263959261102731,-264.0160877088663
12,84.96954726316581,55.862683263780916,0.0,0.002333755001411702,0.03548392115686431,391.61297609836765,82.39289998805603,0.6655435411067028,-333.80137142442544
