,Other Electricity Load,Electric Heating,Methanation Electricity,Battery Loss,PHS Loss,Wind Generation,Solar Generation,Hydro Generation,Net Load
1,105.35920998348284,42.14185605793576,0.0,0.00030739878165975777,0.07119343929529857,4.447400788741837,1.991037252038694,0.21462482902217436,140.91950400969284
2,93.67982638320028,48.17258759246948,0.0,0.0003053387537044401,0.07886159391860102,7.842022298837669,2.081977455925459,0.1112664744947789,131.89631467908416
3,109.42832497474036,39.447376791134744,0.0,0.00036707474935159353,0.08403295663877419,10.687815167624462,2.868970454889999,0.1414890606516446,135.26182711409714
4,104.04377904915036,3.2378900910118285,0.0,0.00048749672652762937,0.09404761879444289,8.258877334162541,2.9442253337855013,0.23653453593618382,95.93656705179895
5,109.44795954461907,12.514544682484285,0.0,0.0005802142287675494,0.11166945633870151,9.627766839912306,2.7813106898407036,0.34876570723092887,109.31691066068687
6,122.88897937441529,4.744146382160762,0.0,0.00039138771732901117,0.0519693085352929,5.117920943893928,2.72331722500435,0.4693754550775188,119.37487282885286
7,134.7232044697875,1.1205539339549864,0.0,0.0003529719234188709,0.05906604980777959,4.376009058797999,2.476185336317019,0.6040551998051692,128.44692783055348
8,121.92253979174856,1.1260353365061693,0.0,0.0003466826424051955,0.0675698767443747,4.976257570517917,2.320634806472324,0.5504970255619512,115.2691022850893
9,105.27120459898038,1.9300560472929988,0.0,0.00031864437604633115,0.06700008708015558,3.4011876642676597,2.705257084479361,0.45697229107347825,100.70516233790909
10,96.39373729129272,15.505038844159461,0.0,0.0003423761506978233,0.05647571505552379,3.998128168679164,2.1139464744019913,0.37348547377391733,105.47003410980335
11,96.8137373260375,28.80129034619361,0.0,0.0003055751289356078,0.072103658402817,5.817411910186922,1.8607084572418489,0.23554262155848626,117.77377391677561
12,99.92409364241419,63.661449443653595,0.0,0.00031969119840443723,0.04909974335379843,6.616230916141627,2.1555679024315912,0.2971469213238024,154.56601678072295
